npoin  nele  nsec npfix  nlod   nstr
 2500  4800     1    50     3      1
  sec               t               E              po           alpha           gamma        gkh        gkv
    1   5.0000000e+01   3.2500000e+08   2.0000000e-01   1.0000000e-05   2.4000000e+01      0.000      1.000
 node               x               y              fx              fy          deltaT   kox   koy
  261   1.0000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  262   1.1000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  263   1.2000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  264   1.3000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  265   1.4000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  266   1.5000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  267   1.6000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  268   1.7000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  269   1.8000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  270   1.9000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  271   2.0000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  272   2.1000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  273   2.2000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  274   2.3000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  275   2.4000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  276   2.5000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  277   2.6000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  278   2.7000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  279   2.8000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  280   2.9000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  281   3.0000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  282   3.1000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  283   3.2000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  284   3.3000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  285   3.4000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  286   3.5000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  287   3.6000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  288   3.7000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  289   3.8000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  290   3.9000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  291   4.0000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  292   4.1000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  293   4.2000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  294   4.3000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  295   4.4000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  296   4.5000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  297   4.6000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  298   4.7000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  299   4.8000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  300   4.9000000e+01   5.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  301   0.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  302   1.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  303   2.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  304   3.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  305   4.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  306   5.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  307   6.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  308   7.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  309   8.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  310   9.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  311   1.0000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  312   1.1000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  313   1.2000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  314   1.3000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  315   1.4000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  316   1.5000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  317   1.6000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  318   1.7000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  319   1.8000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  320   1.9000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  321   2.0000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  322   2.1000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  323   2.2000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  324   2.3000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  325   2.4000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  326   2.5000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  327   2.6000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  328   2.7000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  329   2.8000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  330   2.9000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  331   3.0000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  332   3.1000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  333   3.2000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  334   3.3000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  335   3.4000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  336   3.5000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  337   3.6000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  338   3.7000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  339   3.8000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  340   3.9000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  341   4.0000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  342   4.1000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  343   4.2000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  344   4.3000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  345   4.4000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  346   4.5000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  347   4.6000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  348   4.7000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  349   4.8000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  350   4.9000000e+01   6.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  351   0.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  352   1.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  353   2.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  354   3.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  355   4.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  356   5.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  357   6.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  358   7.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  359   8.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  360   9.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  361   1.0000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  362   1.1000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  363   1.2000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  364   1.3000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  365   1.4000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  366   1.5000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  367   1.6000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  368   1.7000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  369   1.8000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  370   1.9000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  371   2.0000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  372   2.1000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  373   2.2000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  374   2.3000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  375   2.4000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  376   2.5000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  377   2.6000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  378   2.7000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  379   2.8000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  380   2.9000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  381   3.0000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  382   3.1000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  383   3.2000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  384   3.3000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  385   3.4000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  386   3.5000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  387   3.6000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  388   3.7000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  389   3.8000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  390   3.9000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  391   4.0000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  392   4.1000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  393   4.2000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  394   4.3000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  395   4.4000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  396   4.5000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  397   4.6000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  398   4.7000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  399   4.8000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  400   4.9000000e+01   7.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  401   0.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  402   1.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  403   2.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  404   3.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  405   4.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  406   5.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  407   6.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  408   7.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  409   8.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  410   9.0000000e+00   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  411   1.0000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  412   1.1000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  413   1.2000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  414   1.3000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  415   1.4000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  416   1.5000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  417   1.6000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  418   1.7000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  419   1.8000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  420   1.9000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  421   2.0000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  422   2.1000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  423   2.2000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  424   2.3000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  425   2.4000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  426   2.5000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  427   2.6000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  428   2.7000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  429   2.8000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  430   2.9000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  431   3.0000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  432   3.1000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  433   3.2000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  434   3.3000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  435   3.4000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  436   3.5000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  437   3.6000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  438   3.7000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  439   3.8000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  440   3.9000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  441   4.0000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  442   4.1000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  443   4.2000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  444   4.3000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  445   4.4000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  446   4.5000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  447   4.6000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  448   4.7000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  449   4.8000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  450   4.9000000e+01   8.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  451   0.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  452   1.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  453   2.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  454   3.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  455   4.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
  456   5.0000000e+00   9.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00     0     0
